,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10464,37003305,Large Tokyo Apartment Suite with Terrace 2,278187554,Mono,,Shibuya Ku,35.64589,139.71667,Entire home/apt,19982,2,10,2020-02-09,2.59,7,97
10466,37011094,201A Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75461,139.69733,Entire home/apt,8471,1,19,2020-02-20,2.7,11,149
10467,37012598,602B Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75339,139.69562,Entire home/apt,8471,1,18,2020-02-18,2.56,11,131
10468,37013938,402B Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75346,139.69708,Entire home/apt,8471,1,12,2020-02-20,1.71,11,133
10469,37018324,A newly built property 4 minutes from station. 101,278332086,Yoshi,,Taito Ku,35.7058,139.78038999999998,Entire home/apt,4887,1,18,2020-02-12,3.23,6,334
10470,37018407,"Asakusa, Akihabara,Ueno☆50㎡ freeWifiのﾌﾛｱ独占☆浅草観光に最適",278332793,Takayuki,,Taito Ku,35.70131,139.7839,Entire home/apt,15095,1,25,2020-02-04,3.66,1,70
10471,37018875,502A Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.7541,139.69606000000002,Entire home/apt,8471,1,14,2020-01-28,2.07,11,149
10472,37019412,3 mins walk from Sta!4 mins by train to Shinjuku!,216362618,Naoya,,Shibuya Ku,35.67326,139.66994,Entire home/apt,29973,1,32,2020-02-01,4.71,2,115
10473,37019705,601C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75362,139.69711999999998,Entire home/apt,8471,1,18,2020-02-23,2.69,11,132
10474,37020093,202B Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75442,139.69543000000002,Entire home/apt,8471,1,20,2020-02-21,2.86,11,123
10475,37021367,301C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75308,139.69558,Entire home/apt,8471,1,9,2020-02-20,1.41,11,130
10476,37021577,302A Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.75242,139.6991,Entire home/apt,8471,1,13,2020-02-02,1.86,11,139
10477,37021818,401C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.754870000000004,139.6966,Entire home/apt,8471,1,15,2020-02-09,2.15,11,157
10479,37023150,7 minutes walk to Nakano Shinbashi Station,277296051,Qing,,Nakano Ku,35.68873,139.67574,Private room,5973,1,12,2020-02-17,1.71,22,115
10480,37023385,7 minutes walk to Nakano Shinbashi Station,277296051,Qing,,Nakano Ku,35.68789,139.67606,Private room,5973,1,37,2020-02-12,5.12,22,107
10481,37023858,501C Free WiFi 3min walk from Nakaitabashi sta.,276825935,Soundfree,,Itabashi Ku,35.753029999999995,139.69767,Entire home/apt,8471,1,19,2020-02-27,2.7,11,134
10482,37024076,7 minutes walk to Nakano Shinbashi Station,277296051,Qing,,Nakano Ku,35.68971,139.67519,Private room,5973,1,9,2020-02-19,1.29,22,110
10485,37029572,Comfortable Apt for 1-2ppl! Close to Shinjuku!,122932651,Hiroko,,Shinjuku Ku,35.70304,139.7015,Entire home/apt,49955,1,20,2020-02-14,3.23,3,77
10486,37031662,Near Skytree luxury&large Free Wifi PAX4#401,278414020,Ryo,,Sumida Ku,35.70111,139.79866,Entire home/apt,100018,2,12,2020-01-15,2.45,1,312
10488,37036177,Spacious House w/2showers&4BR◎Skytree and Asakusa,38911139,Samurai,,Katsushika Ku,35.7405,139.84989,Entire home/apt,17484,1,14,2020-02-05,1.97,2,76
10496,37044591,IKEBUKURO WEST AREA 3-5 MIN TO 3 STATION★22,209183758,Yuka,,Toshima Ku,35.72854,139.70458,Entire home/apt,5973,1,7,2019-11-22,1.04,10,122
10497,37060254,4min to JR sta!Direct to Nakano/Shinjuku/Akihabara,183877565,UI Home Company,,Nakano Ku,35.7063,139.68808,Entire home/apt,19982,1,10,2020-01-14,2.05,32,111
10498,37061592,Japanese Style TATAMI room in Shinjuku / Free WiFi,277018146,Florence,,Shinjuku Ku,35.7036,139.6957,Entire home/apt,7602,1,9,2020-02-17,2.05,8,97
10503,37072869,"16★CENTRAL IKEBUKURO,Good Access to all Tokyo|",229635334,Goody,,Toshima Ku,35.733909999999995,139.70815,Entire home/apt,4995,1,13,2020-01-19,1.98,36,150
10504,37073346,34★COZY ROOM CENTRAL TOKYO.JR IKEBUKURO 5 MIN WALK,229635334,Goody,,Toshima Ku,35.73381,139.70692,Entire home/apt,6516,1,17,2020-02-14,2.49,36,116
10506,37074054,18★Big Terminal Ikebukuro cozy apartment hotel,229635334,Goody,,Toshima Ku,35.73553,139.70737,Entire home/apt,4995,1,13,2020-01-13,1.92,36,137
10509,37075728,25★GOOD ACCESS IKEBUKURO/SHINJUKU/SHIBUYA/UENO/etc,229635334,Goody,,Toshima Ku,35.7355,139.70858,Entire home/apt,5973,1,7,2020-02-12,1.5,36,149
10510,37076199,38★Big Terminal Ikebukuro cozy apartment hotel,229635334,Goody,,Toshima Ku,35.73531,139.70843,Entire home/apt,5538,1,3,2019-12-31,1.36,36,147
10511,37077903,6 min to Shinjuku Sta by train+3 min walk DB,143096922,Ming,,Suginami Ku,35.67269,139.65741,Entire home/apt,14986,1,41,2020-02-20,5.64,9,199
10512,37079891,●NEW!10min Ikebukuro sta.!Nearby Shinjuku·Ginza!,275205673,Hiroya,,Toshima Ku,35.73079,139.72051000000002,Entire home/apt,9774,1,14,2020-02-06,2.23,10,174
10513,37080259,池袋に高級3LDK一軒家/Max7名/ﾙｰﾌﾊﾞﾙｺﾆｰとﾃﾚﾋﾞ付きお風呂で旅の疲れを吹っ飛ばす,227902842,Helen,,Toshima Ku,35.73897,139.70717,Entire home/apt,18787,2,9,2020-02-14,1.52,7,188
10514,37092760,8min Akihabara/15min walk to Asakusa/Wi-Fi/FF307,278053588,Miyuki,,Sumida Ku,35.70058,139.80049,Entire home/apt,49955,1,25,2020-02-24,3.68,1,165
10516,37094615,Japanese Style TATAMI/Free WiFi in Shinjuku,277018146,Florence,,Shinjuku Ku,35.7029,139.6975,Entire home/apt,7602,1,8,2020-02-10,1.28,8,87
10517,37095202,ASAKUSA/SKYTREE HIKIFUNE STN5MIN! 10PPL! 3LDK 109㎡,199839778,Plays,,Sumida Ku,35.71764,139.81484,Entire home/apt,34968,1,13,2020-01-26,1.86,3,169
10518,37096255,上野公園や動物園､美術館､不忍池へのｳｫｰｷﾝｸﾞｺｰｽ｡近くには有名な銭湯もあります｡根津駅徒歩4分,75728214,ﾋﾟﾎﾟﾘﾝ,,Taito Ku,35.718379999999996,139.76809,Entire home/apt,4561,1,11,2020-02-22,3.67,2,76
10519,37097779,【#204】SKYTREE/ASAKUSA! 3MIN TO STN! 7PPL! 1LDK 47㎡,269966399,Plays,,Katsushika Ku,35.7413,139.84909,Entire home/apt,18027,1,9,2020-01-31,1.62,14,169
10521,37097919,Classical Japanese House in Shinjuku / Free WiFi,279060658,Ravi,,Shinjuku Ku,35.69995,139.70605,Entire home/apt,13575,1,40,2020-02-14,6.09,1,88
10522,37098038,【#403】SKYTREE/ASAKUSA! 3MIN TO STN! 6PPL! 1LDK 40㎡,269966399,Plays,,Katsushika Ku,35.73936,139.84996999999998,Entire home/apt,15964,1,8,2020-01-17,1.49,14,164
10527,37102818,"Tokyo live in tea room,local  life good for family",47225925,Kaoru,,Itabashi Ku,35.746109999999994,139.69621,Entire home/apt,23891,2,8,2020-02-08,1.37,7,102
10531,37129473,[Superb] Nippori's warm room / Worth choosing 202,269978912,Kitada,,Arakawa Ku,35.72952,139.77845,Entire home/apt,5973,1,14,2020-02-16,2.07,10,251
10532,37129807,[Discount]Nippori's warm room / Worth choosing 204,269978912,Kitada,,Arakawa Ku,35.72959,139.77836000000002,Entire home/apt,5973,1,8,2020-02-24,2.18,10,183
10534,37131368,H146 Nishi-Shinjuku Station 3 minutes,49919250,Ryouko&Yosuke,,Shinjuku Ku,35.69403,139.69516000000002,Entire home/apt,34968,1,40,2020-02-23,6.0,1,80
10537,37134752,Cozy room / Direct access Shinjuk (Website hidden by Airbnb) Y3,19007134,Momo,,Shinjuku Ku,35.68615,139.72263,Entire home/apt,11511,2,12,2020-02-08,2.29,22,227
10539,37141472,EX s-rea TOKYO 101 TDL/東京ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ/ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ,118653711,Erina,,Edogawa Ku,35.665859999999995,139.87121000000002,Entire home/apt,24977,1,22,2020-02-08,3.2,15,128
10540,37141978,"最近车站步行6分 中央线直达秋叶原,新宿,东京,机场特快.空调.Wi-Fi.机场接送及旅行套餐请咨询",227902842,Helen,,Katsushika Ku,35.71533,139.85623,Entire home/apt,18027,2,8,2020-01-13,1.3,7,311
10541,37142473,EX s-rea TOKYO 201 TDL/東京ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ/ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ,118653711,Erina,,Edogawa Ku,35.66446,139.87179,Entire home/apt,24977,1,20,2020-02-19,2.94,15,131
10542,37142637,Good location for Tokyo trip ! max8+homewifi!#DK1,278854102,Daiki,,Shinjuku Ku,35.71172,139.68985,Entire home/apt,19982,1,8,2020-01-25,2.29,1,159
10544,37143504,EX s-rea TOKYO 301 TDL/東京ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ/ﾃﾞｨｽﾞﾆｰﾗﾝﾄﾞ,118653711,Erina,,Edogawa Ku,35.663790000000006,139.87184,Entire home/apt,24977,1,14,2020-01-26,2.37,15,121
10547,37162547,白堤庵 Whole House Rent UENO/ASAKUSA,176875986,Yadoya,,Taito Ku,35.7246,139.79887,Entire home/apt,25955,1,15,2020-02-17,2.23,31,245
10548,37173655,1 room Cool Japan Style in Ikebukuro Central TKY,212333651,ViVi,,Toshima Ku,35.74088,139.71169,Entire home/apt,8796,2,6,2020-02-14,2.25,10,176
10549,37173719,"New modern cozy room Central TKY, free WIFI",212333651,ViVi,,Toshima Ku,35.73489,139.68249,Entire home/apt,6842,2,3,2020-02-03,1.18,10,195
10550,37173724,2 room Cool Japan Style in Ikebukuro Central TKY,212333651,ViVi,,Toshima Ku,35.74108,139.71056000000002,Entire home/apt,200036,2,6,2020-01-30,2.2,10,157
10551,37174871,"New modern cozy room Central TKY, free WIFI",212333651,ViVi,,Toshima Ku,35.73324,139.68079,Entire home/apt,200036,2,6,2020-02-15,2.2,10,112
10552,37174876,"New modern cozy room Central TKY, free WIFI",212333651,ViVi,,Toshima Ku,35.732929999999996,139.67956999999998,Entire home/apt,8036,2,6,2020-02-11,2.2,10,155
10553,37175016,"New modern cozy room Central TKY, free WIFI",212333651,ViVi,,Toshima Ku,35.732659999999996,139.67961,Entire home/apt,6516,2,5,2020-02-13,1.88,10,104
10554,37175018,2 room Cool Japan Style in Ikebukuro Central TKY,212333651,ViVi,,Toshima Ku,35.74067,139.71203,Entire home/apt,200036,2,6,2020-02-13,2.17,10,144
10555,37185693,Families★Fully renovated house★6 min to station★,279880956,Jomira,,Sumida Ku,35.729659999999996,139.81835,Entire home/apt,14661,3,36,2020-02-16,5.4,1,179
10557,37187353,"*7 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.67184,139.77771,Entire home/apt,21611,1,16,2020-01-19,2.42,9,98
10558,37187567,6min Station*Shinjuku(新宿) Comfy & Private/Wifi#302,266657724,Hatsumi,,Shinjuku Ku,35.71247,139.70979,Entire home/apt,100018,2,22,2020-02-24,3.73,6,233
10559,37188258,5 mins Sta Cozy house in Shijuku #102,196525658,Akari,,Shinjuku Ku,35.68977,139.68717,Entire home/apt,100018,2,20,2020-02-23,2.99,5,326
10560,37189625,"*6 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.67054,139.77837,Entire home/apt,21611,1,18,2020-01-22,2.74,9,87
10561,37189929,"*5 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.67195,139.77638000000002,Hotel room,21611,1,21,2020-02-01,3.15,9,93
10563,37190330,"*2 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.67004,139.77788,Hotel room,21611,1,3,2020-02-09,1.06,9,89
10564,37190464,"*4 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.67165,139.77836000000002,Hotel room,21611,1,13,2020-01-27,2.18,9,102
10565,37190631,"*3 [Ginza, Tsukiji]  Moonoka hotel  ,5guests, wifi",278349340,Moonoka,,Chuo Ku,35.6706,139.77643999999998,Hotel room,21611,1,14,2020-01-20,2.56,9,94
10566,37192884,新201 Shinjuku on foot! New!FreePocketWifi! 新宿/渋谷,79948554,You Zhu,,Shinjuku Ku,35.69105,139.68471,Entire home/apt,9991,1,6,2020-01-01,1.25,46,151
10567,37193093,102 Shinjuku on foot! FreePocketWifi! 新宿/渋谷 西新宿5丁目,79948554,You Zhu,,Shinjuku Ku,35.69092,139.68437,Entire home/apt,12054,1,20,2020-02-10,3.09,46,158
10568,37193232,z4.1 NEW! Roppongi Ginza Shibuya Tokyo-tower Ueno,79948554,You Zhu,,Minato Ku,35.65233,139.73276,Entire home/apt,12054,1,15,2020-02-11,2.38,46,153
10569,37193332,z3.2 NEW! Roppongi Ginza Shibuya Tokyo-tower Ueno,79948554,You Zhu,,Minato Ku,35.65294,139.73417,Entire home/apt,12054,1,18,2020-01-08,2.77,46,145
10570,37193426,c3.2 Akasaka Shibuya Roppongi Ginza Tokyo Ueno,79948554,You Zhu,,Minato Ku,35.67073,139.7306,Entire home/apt,12054,1,17,2020-02-11,2.8,46,145
10571,37193535,c2.3 Akasaka Shibuya Roppongi Ginza Tokyo Ueno,79948554,You Zhu,,Minato Ku,35.67521,139.73529,Entire home/apt,12054,1,15,2020-01-28,2.41,46,150
10576,37194943,Shinagawa Wisteria Residence near Meguro & Shibuya,220846094,Mami,,Shinagawa Ku,35.60783,139.71228,Entire home/apt,29973,1,16,2020-02-09,2.86,1,164
10585,37205302,最大5人!池袋商圈徒步5分*池袋·新宿·涩谷靠近·机场直达!Ikebukuro/全新房源202,239039240,明,,Toshima Ku,35.73677,139.71012,Entire home/apt,12597,1,4,2020-01-01,1.08,4,84
10586,37207488,YUGA HOUSE‼️5minutes to station Wi-Fi中文 한국어 English,114328660,Yuga,,Itabashi Ku,35.75139,139.71305,Entire home/apt,6842,1,13,2019-12-08,1.86,4,253
10587,37207671,池袋商圈徒步5分*池袋·新宿·涩谷靠近·机场直达!Ikebukuro/Shinjuku/新房源201,239039240,明,,Toshima Ku,35.73539,139.70825,Entire home/apt,9991,1,9,2020-01-22,1.34,4,67
10591,37221800,"IR301 Metro station 2-min walk, downtown apartment",212577333,Tian,,Taito Ku,35.71924,139.78714,Entire home/apt,8036,1,11,2020-02-07,1.77,8,122
10592,37223038,"IR302 Metro station 2-min walk, downtown apartment",212577333,Tian,,Taito Ku,35.71797,139.78701,Entire home/apt,6950,1,16,2020-02-09,2.49,8,151
10595,37223978,"IR401 Metro station 2-min walk, downtown apartment",212577333,Tian,,Taito Ku,35.71804,139.7853,Entire home/apt,8036,1,10,2020-02-01,1.51,8,131
10596,37224179,skytree view/6min train to akihabara/free WIFI,81605474,Takako,,Sumida Ku,35.699940000000005,139.81358,Entire home/apt,9014,2,17,2020-02-15,2.41,6,305
10601,37233365,SHINJUKU Great located Private Mansion [Free WiFi],262399431,Yuko,,Shinjuku Ku,35.697309999999995,139.69997,Entire home/apt,13032,1,20,2020-02-15,3.0,8,272
10602,37234092,"Kabukicho in SHINJUKU, Free WiFi, Laptop PC",247918270,Satoshi,,Shinjuku Ku,35.69801,139.7045,Entire home/apt,14986,1,16,2020-01-25,2.39,3,68
10603,37235579,成田･羽田から電車乗換なし/駅5分/浅草9分/ｽｶｲﾂﾘｰ6分/上野14分/TDR直通ﾊﾞｽ/#102,219181653,Rie,,Katsushika Ku,35.74856,139.85859,Entire home/apt,12054,2,17,2020-02-20,2.67,2,115
10604,37239863,Modern 20m2 Room 1 min from Higashi-Shinjuku St,111483837,Seiji,,Shinjuku Ku,35.697070000000004,139.70832,Entire home/apt,9014,2,23,2020-02-27,3.52,2,65
10606,37255486,【7 minutes walk fr】Single Pod in Female Dormitory,278446354,Centurion Ladies Hostel Ueno Park,,Taito Ku,35.7095,139.77126,Shared room,2932,1,19,2020-02-17,3.31,2,90
10613,37260907,"COZY10min to IKEBUKURO,5min.walk to NARIMASU metro",279026719,Miho,,Nerima Ku,35.77393,139.6291,Private room,4995,2,11,2020-02-08,1.61,3,76
10615,37262415,"和風10min to IKEBUKURO,5min.walk NARIMASU metrost",279026719,Miho,,Nerima Ku,35.77452,139.62747,Private room,4995,2,9,2020-01-15,1.3,3,79
10617,37268269,Japanese Style TATAMI room in Shinjuku / Free WiFi,277018146,Florence,,Shinjuku Ku,35.702220000000004,139.69699,Entire home/apt,7602,1,16,2020-02-15,2.49,8,104
10619,37275995,zo1 Shibuya15min Shinjuku10min Ikebukuro5min,79948554,You Zhu,,Toshima Ku,35.71967,139.72152,Entire home/apt,14009,1,5,2020-01-02,1.49,46,154
10621,37295844,"Roomy and Cozy Apt near Asakusa ,2minSTA +WiFi",274942369,暁一,,Taito Ku,35.698640000000005,139.78798,Entire home/apt,23023,2,24,2020-02-24,4.39,2,105
10624,37297579,[701]Max 4 people/Metro 1min! Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70619,139.79178000000002,Entire home/apt,12489,1,35,2020-02-29,5.33,14,111
10627,37299931,nestay inn tokyo otsuka 101☆New open,250027746,Nestay,,Toshima Ku,35.72718,139.72763,Entire home/apt,13032,1,6,2019-12-30,1.07,20,208
10628,37300460,nestay inn tokyo otsuka 102☆New open,250027746,Nestay,,Toshima Ku,35.72741,139.72765,Entire home/apt,13032,1,10,2020-02-17,1.5,20,234
10629,37300644,nestay inn tokyo otsuka 103☆New open,250027746,Nestay,,Toshima Ku,35.727059999999994,139.72763,Entire home/apt,13032,1,8,2020-02-18,1.19,20,217
10634,37302744,nestay inn tokyo otsuka 301☆New open,250027746,Nestay,,Toshima Ku,35.72817,139.7282,Entire home/apt,10968,1,10,2020-01-13,1.46,20,227
10635,37303079,nestay inn tokyo otsuka 302☆New open,250027746,Nestay,,Toshima Ku,35.72887,139.72931,Entire home/apt,10968,1,13,2020-02-11,1.88,20,196
10636,37303114,Near Nishi-Ogikubo&Shinjuku&Tokyo 8ppl stay #ST02,264419339,Saigu,,Suginami Ku,35.708009999999994,139.60307,Entire home/apt,49955,1,13,2020-01-24,2.28,2,72
10637,37303514,nestay inn tokyo otsuka 303☆New open,250027746,Nestay,,Toshima Ku,35.728790000000004,139.72933,Entire home/apt,10968,1,10,2020-01-20,1.53,20,192
10639,37304135,nestay inn tokyo otsuka 402☆New open,250027746,Nestay,,Toshima Ku,35.72697,139.72937,Entire home/apt,10968,1,8,2020-01-13,1.14,20,253
10640,37304518,★Asakusa north★8min STA. Dormitory room-Single Bed,238837762,& AND HOSTEL-ASAKUSA North-,,Taito Ku,35.727090000000004,139.79875,Hotel room,4452,1,12,2020-02-15,1.81,6,251
10643,37305682,4min walk to Ryogoku! Clean comfortable  room【201】,280843161,Msw,,Sumida Ku,35.6991,139.80008,Entire home/apt,4995,1,15,2020-01-02,2.25,2,192
10648,37331921,"New open! Shinjuku, Kabukicho only 3 minute!",280844337,里至,,Shinjuku Ku,35.696909999999995,139.70528000000002,Entire home/apt,15964,1,20,2020-02-25,3.66,1,193
10649,37333865,伊伊HOUSE西新宿-1:新宿中央公園そば､独立房间･独立沐浴 卫生间(1号室)1F,280806666,伊玲(ｲﾘﾝ),,Shinjuku Ku,35.68594,139.68692,Private room,6842,2,14,2020-01-25,2.61,4,100
10650,37335956,"6分钟到车站5分钟到池袋,日式商业街中心生活购物方便,",279321078,Miya,,Itabashi Ku,35.7511,139.70683,Entire home/apt,5864,1,15,2020-02-10,2.68,1,178
10651,37339582,SHINJUKU | Designer 3F House | The Skinny House,4626879,Sam,,Shinjuku Ku,35.683840000000004,139.68923999999998,Entire home/apt,19547,2,14,2020-02-25,3.26,14,210
10656,37344582,HOYO東京 Ikebukuro#213+無料PocketWiFi /池袋駅から徒歩10分,238833916,Tsukasa,,Toshima Ku,35.73638,139.71372,Entire home/apt,6299,2,9,2020-01-23,1.32,16,170
10657,37347152,4min walk to Ryogoku! Clean comfortable  room【202】,280843161,Msw,,Sumida Ku,35.69896,139.80166,Entire home/apt,4995,1,11,2020-02-16,1.9,2,196
10660,37367618,【宿泊費値下げ&さらに20%割引ｾｰﾙ!】Pebliss 耀･四 池袋 池袋駅徒歩10分 Wi-Fi,218190604,Fukuda,,Toshima Ku,35.73761,139.71155,Entire home/apt,19982,1,8,2020-02-17,1.46,29,81
10661,37371153,sky tree徒步5分钟!新建一户建超大客厅!100平以上户型!,274146505,Kusakabe,,Sumida Ku,35.71503,139.81331,Entire home/apt,19982,1,28,2020-01-27,4.22,4,137
10667,37402507,"301 Near Tokyo SkyTree,Akihabara✩Enjoy Edo culture",281759994,Nico,,Sumida Ku,35.69802,139.81825,Private room,7493,2,17,2020-02-08,2.52,2,121
10668,37403399,4分钟直达新宿新建旅馆Urban place 205,275916556,Hayashi,,Nakano Ku,35.7058,139.67225,Entire home/apt,9991,1,3,2020-02-16,2.2,8,238
10669,37404176,"New!3min walk near station, UenoPark#Wifi #201",16894613,Mieca,,Taito Ku,35.71487,139.77706,Private room,8905,2,34,2020-02-25,5.51,5,115
10670,37406454,"4 min sta.25 min to Shinjyuku,Shibuya.Free wifi#01",178741967,Hiro,,Komae Shi,35.62932,139.57182,Private room,4018,1,15,2020-02-16,3.06,2,173
10672,37408174,Syouryu-Itabashi201,247229879,津津,,Kita Ku,35.74517,139.72326999999999,Entire home/apt,5756,1,17,2020-01-18,2.6,4,83
10674,37411878,Near Skytree Brandnew Free Wifi,282023368,Ichiro,,Sumida Ku,35.70185,139.8007,Entire home/apt,100018,2,17,2020-02-23,2.93,9,92
10675,37412413,Near Skytree Brand new Free Wifi #102,282023368,Ichiro,,Sumida Ku,35.70155,139.8027,Entire home/apt,100018,2,15,2020-02-20,3.1,9,128
10676,37412710,Near Skytree Brandnew Free Wifi,282023368,Ichiro,,Sumida Ku,35.70136,139.80085,Entire home/apt,100018,2,15,2020-02-16,3.15,9,145
10677,37419224,"New modern cozy room Central TKY, free WIFI",212333651,ViVi,,Toshima Ku,35.73666,139.68231,Entire home/apt,200036,2,5,2020-02-13,1.83,10,255
10678,37432488,Near Skytree Brandnew Free Wifi #202,282023368,Ichiro,,Sumida Ku,35.70035,139.80264,Entire home/apt,100018,2,21,2020-02-24,3.32,9,160
10679,37434166,Near Skytree Brandnew Free Wifi,282023368,Ichiro,,Sumida Ku,35.70117,139.80252,Entire home/apt,100018,2,13,2020-02-11,2.24,9,159
10681,37434348,Near Skytree Brandnew Free Wifi #401,282023368,Ichiro,,Sumida Ku,35.70033,139.80185,Entire home/apt,100018,2,12,2020-02-20,2.61,9,156
10682,37434439,Near Skytree Brandnew Free Wifi #402,282023368,Ichiro,,Sumida Ku,35.70043,139.80255,Entire home/apt,100018,2,21,2020-02-27,3.66,9,102
10683,37434558,Near Skytree Brandnew Free Wifi,282023368,Ichiro,,Sumida Ku,35.7001,139.8025,Entire home/apt,100018,2,21,2020-02-23,3.37,9,74
10684,37438722,Shinjuku27min/NoCleanFee/Free&MobileWIFI/302room,221349554,Kinji,,Higashimurayama Shi,35.74992,139.47088,Entire home/apt,8036,2,19,2020-02-14,3.17,4,99
10686,37445437,新宿御苑前 徒歩3分 FREE-WIFI&5people,276509624,鈴木,,Shinjuku Ku,35.69122,139.71032,Entire home/apt,9448,1,11,2020-02-14,1.94,2,149
10687,37446235,新宿御苑前 徒歩3分 FREE-WIFI,276509624,鈴木,,Shinjuku Ku,35.69127,139.70868000000002,Entire home/apt,7819,1,19,2020-02-12,3.39,2,116
10688,37460746,New 17ppl Ueno Asakusa Akihabara 1 min station,49376551,Taka,,Arakawa Ku,35.7371,139.77563,Entire home/apt,29973,2,20,2020-02-19,5.04,1,173
10689,37465800,Syouryu-Itabashi202,247229879,津津,,Kita Ku,35.74647,139.72458999999998,Entire home/apt,5973,1,17,2020-02-11,2.76,4,163
10690,37466156,New APT for 2 near Ikebukuro. FREE WIFI.,63555272,Andera,,Toshima Ku,35.736059999999995,139.72779,Entire home/apt,6516,1,13,2020-02-09,1.97,1,166
10691,37467667,Tokyo SkyTree 10min! Entire house w/roof top! Max8,265051449,Yuka,,Sumida Ku,35.7143,139.81681,Entire home/apt,19982,1,15,2020-02-14,2.31,2,154
10695,37473409,Free WiFi◆Within 3min:JR･Toei Line◆Twin Room,44885683,顕一,,Chuo Ku,35.692679999999996,139.78349,Hotel room,5647,1,8,2020-01-24,1.79,4,130
10700,37481598,3min to Asakusa by train;4min to Skytree by walk,189502014,雲逸,,Sumida Ku,35.71218,139.81645,Entire home/apt,9014,2,9,2020-01-12,1.34,16,180
10701,37482226,39★Big Terminal Ikebukuro cozy apartment hotel,229635334,Goody,,Toshima Ku,35.73427,139.70807,Entire home/apt,5973,1,6,2020-01-01,1.14,36,129
10702,37498630,Chic Glass Studio in Shinjuku area w/Loft Bedroom,227940751,Aika,,Shinjuku Ku,35.70175,139.72125,Entire home/apt,60054,1,11,2020-02-03,2.52,2,159
10703,37499910,匯家 KAIKE浅草 Asakusa Sensoji 10mins 3人间 折扣1,273481447,Usi,,Taito Ku,35.72018,139.7985,Private room,3475,3,7,2019-11-30,1.11,25,147
10705,37501706,7 minutes walk to Nakano Shinbashi Station daib02,277296051,Qing,,Nakano Ku,35.68962,139.67622,Private room,4995,1,10,2020-02-11,1.88,22,119
10707,37502746,7 minutes walk to Nakano Shinbashi Station,277296051,Qing,,Nakano Ku,35.687540000000006,139.67621,Private room,4995,1,23,2020-02-24,4.11,22,101
10709,37502908,7 minutes walk to Nakano Shinbashi Station daib04,277296051,Qing,,Nakano Ku,35.68914,139.67646000000002,Private room,4995,1,9,2020-02-25,2.6,22,113
10710,37503137,7 minutes walk to Nakano Shinbashi Station daib09,277296051,Qing,,Nakano Ku,35.688629999999996,139.67633,Private room,4995,1,16,2020-02-13,2.45,22,120
10712,37503742,"Easy access to shinjuku,shibuya,sinagawa,akihabara",203762545,Akishige,,Shinjuku Ku,35.69191,139.71161,Entire home/apt,7602,1,13,2020-02-09,2.71,2,93
10713,37504368,"Uhome Shinjuku Villa, 3min by train to Shinjuku",226304031,Yuyu,,Nakano Ku,35.69592,139.68285,Entire home/apt,900051,1,10,2020-02-24,1.97,7,258
10715,37505115,7 minutes walk to Nakano Shinbashi Station daib10,277296051,Qing,,Nakano Ku,35.68911,139.67661,Private room,4995,1,19,2020-01-17,3.52,22,121
10716,37506932,Near Nakano Shinbashi Station / bunk bed /2p,277296051,Qing,,Nakano Ku,35.689409999999995,139.67468,Private room,4995,1,7,2019-12-30,1.03,22,123
10717,37506979,Near Nakano Shinbashi Station / bunk bed /2p,277296051,Qing,,Nakano Ku,35.68905,139.67616999999998,Private room,4995,1,19,2020-02-10,2.86,22,118
10718,37507829,Near Nakano Shinbashi Station / bunk bed /2p,277296051,Qing,,Nakano Ku,35.689,139.67533,Private room,4995,1,7,2019-12-19,1.25,22,123
